Wall time,Step,Value
1554654218.881514,1,1.2650847434997559
1554654239.776585,51,166.3330841064453
1554654260.580713,101,23.36425018310547
1554654281.691929,151,0.18418040871620178
1554654302.52937,201,146.8027801513672
1554654323.624436,251,361.7649841308594
1554654344.602477,301,7.673163414001465
1554654365.78031,351,0.2004820555448532
1554654386.55965,401,0.07409998774528503
1554654407.727962,451,4.2963385581970215
1554654428.677673,501,0.22409801185131073
1554654449.565746,551,0.7691337466239929
1554654470.563714,601,1.901938796043396
1554654491.552019,651,62.00082778930664
1554654512.431848,701,9.112794876098633
1554654533.467899,751,0.0005928489263169467
1554654554.208864,801,0.2611462473869324
1554654575.144042,851,0.5790635943412781
1554654596.154912,901,5.078454494476318
1554654617.645902,951,0.47753238677978516
1554654639.270192,1001,0.1933407336473465
1554654660.45189,1051,0.791793942451477
1554654681.747581,1101,4.502023696899414
1554654702.761812,1151,0.9552834033966064
1554654724.09217,1201,0.03174659237265587
1554654745.110532,1251,0.0736309289932251
1554654765.75165,1301,146.96278381347656
1554654786.861945,1351,0.16314440965652466
1554654807.890372,1401,0.052445188164711
1554654828.911096,1451,0.1331511288881302
1554654849.751469,1501,1.012839913368225
1554654870.755444,1551,0.47851550579071045
1554654891.610513,1601,2.6799733638763428
1554654912.555568,1651,0.45760443806648254
1554654933.611472,1701,0.025471748784184456
1554654954.581998,1751,0.06390980631113052
1554654975.645263,1801,0.2283613085746765
1554654996.737185,1851,0.00056917016627267
1554655017.513759,1901,0.530494749546051
1554655038.580691,1951,17.227298736572266
